Genome,ID,Start,Stop,Size (nt),Strand,Function
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DBV4,1068232,1068589,355,-,rve; HTH_38; InterPro=IPR036397; IPR053392; IPR001584; IPR025246; IPR051917; IPR012337
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DBP0,1068621,1068992,369,+,HTH_38; InterPro=IPR036397; IPR053392; IPR025246; IPR001584; IPR051917; IPR012337; IPR013324
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIY8,1069152,1069233,79,+,SecE; InterPro=IPR038379; IPR001901; IPR005807
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIY9,1069251,1069429,176,+,KOW; NusG; InterPro=IPR014722; IPR036735; IPR001062; IPR005824; IPR006645; IPR043425; IPR008991; IPR047050
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIZ0,1069476,1069618,140,+,Ribosomal_L11; Ribosomal_L11_N; InterPro=IPR036769; IPR036796; IPR000911; IPR020783; IPR020784; IPR006519
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIZ1,1069652,1069883,230,+,Ribosomal_L1; InterPro=IPR016095; IPR005878; IPR028364; IPR002143; IPR023674
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIZ2,1069974,1070153,177,+,Ribosomal_L10; InterPro=IPR043141; IPR022973; IPR001790; IPR047865
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIZ3,1070182,1070312,128,+,Ribosomal_L12; Ribosomal_L12_N; InterPro=IPR036235; IPR014719; IPR000206; IPR013823; IPR008932
Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372),A3DIZ4,1070478,1071729,1249,+,RNA_pol_Rpb2_6; RNA_pol_Rpb2_7; RNA_pol_Rpb2_2; RNA_pol_Rpb2_1; RNA_pol_Rpb2_3; RNA_pol_Rpb2_45; InterPro=IPR042107; IPR037033; IPR014724; IPR037034; IPR010243; IPR007120; IPR007641; IPR007642; IPR007644; IPR007645; IPR019462; IPR015712
Acidiphilium cryptum (strain JF-5),A5FXC0,383193,383331,136,-,none
Acidiphilium cryptum (strain JF-5),A5FXC1,383438,383685,245,-,none
Acidiphilium cryptum (strain JF-5),A5FXC2,383693,384572,877,+,tRNA-synt_2c; DHHA1; tRNA_SAD; InterPro=IPR045864; IPR023033; IPR018164; IPR003156; IPR012947; IPR002318; IPR018165; IPR050058; IPR018162; IPR009000; IPR018163
Acidiphilium cryptum (strain JF-5),A5FXC3,384578,385849,1269,-,Aldedh; Pro_dh; Pro_dh-DNA_bdg; PRODH; InterPro=IPR013321; IPR024090; IPR016163; IPR016162; IPR015590; IPR002872; IPR024082; IPR041349; IPR025703; IPR050485; IPR010985; IPR029041; IPR016161; IPR024089; IPR005933
Acidiphilium cryptum (strain JF-5),A5FXC4,385894,386528,632,+,Polysacc_synt_2; InterPro=IPR003869; IPR051203; IPR036291
Acidiphilium cryptum (strain JF-5),A5FXC5,386531,386916,383,+,DegT_DnrJ_EryC1; InterPro=IPR015421; IPR015422; IPR000653; IPR015424
Acidiphilium cryptum (strain JF-5),A5FXC6,386911,387228,315,+,Abhydrolase_1; InterPro=IPR029058; IPR000073; IPR005944; IPR002410
Acidiphilium cryptum (strain JF-5),A5FXC7,387279,387607,326,+,NMT1_3; InterPro=IPR011852
Acidiphilium cryptum (strain JF-5),A5FXC8,387674,388533,857,+,MMPL; InterPro=IPR004869; IPR050545; IPR017841
Acidiphilium cryptum (strain JF-5),A5FXC9,388532,388600,67,+,RHH_4; InterPro=IPR038268; IPR027373
Acidiphilium cryptum (strain JF-5),A5FXD0,388621,389239,616,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Acidiphilium cryptum (strain JF-5),A5FXD1,389317,389723,404,-,MFS_4; InterPro=IPR036259; IPR010645; IPR020846
Acidiphilium cryptum (strain JF-5),A5FXD2,389790,390027,235,-,ABC_tran; InterPro=IPR027417; IPR003439; IPR052156; IPR003593
Acidiphilium cryptum (strain JF-5),A5FXD3,390026,390280,253,-,ABC_tran; BCA_ABC_TP_C; InterPro=IPR027417; IPR003439; IPR032823; IPR051120; IPR003593
Acidiphilium cryptum (strain JF-5),A5FXD4,390279,390608,327,-,BPD_transp_2; InterPro=IPR001851; IPR043428
Acidiphilium cryptum (strain JF-5),A5FXD5,390607,390897,288,-,BPD_transp_2; InterPro=IPR001851; IPR052157
Acidiphilium cryptum (strain JF-5),A5FXD6,390937,391355,416,-,Peripla_BP_6; InterPro=IPR028081; IPR000709; IPR051010; IPR028082
Acidiphilium cryptum (strain JF-5),A5FXD7,391424,391659,233,-,Methyltransf_4; InterPro=IPR029063; IPR003358
Acidiphilium cryptum (strain JF-5),A5FXD8,391656,392051,394,-,S-AdoMet_synt_N; S-AdoMet_synt_M; S-AdoMet_synt_C; InterPro=IPR002133; IPR022628; IPR022629; IPR022630; IPR022636
Acidiphilium cryptum (strain JF-5),A5FXD9,392092,392340,246,-,DapB_N; DapB_C; InterPro=IPR023940; IPR000846; IPR022663; IPR036291
Acidiphilium cryptum (strain JF-5),A5FXE0,392360,392518,156,-,Acetyltransf_1; InterPro=IPR000182; IPR050832; IPR016181
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSQ8,252266,252742,474,+,none
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSQ9,252765,252864,97,+,GatC; InterPro=IPR003837; IPR036113
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR0,252906,253412,504,+,Amidase; InterPro=IPR036928; IPR004412; IPR023631; IPR000120
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR1,253411,253917,504,+,GatB_Yqey; GatB_N; InterPro=IPR023168; IPR004413; IPR018027; IPR006075; IPR017959; IPR014746; IPR003789
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR2,253933,254242,307,+,2-Hacid_dh; 2-Hacid_dh_C; InterPro=IPR006139; IPR006140; IPR036291
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR3,254323,254518,193,+,POR; InterPro=IPR002869; IPR019752; IPR051626; IPR011894
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR4,254513,254909,395,+,POR_N; PFOR_II; InterPro=IPR009014; IPR002880; IPR033412; IPR050722; IPR029061
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR5,254906,255234,326,+,TPP_enzyme_C; InterPro=IPR011766; IPR051479; IPR029061
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR6,255238,255782,542,+,Pyr_redox_2; Fer4_7; Fer4_20; InterPro=IPR009051; IPR036188; IPR023753; IPR017896; IPR028261
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR7,255834,256485,649,+,none
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR8,256545,257103,557,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSR9,257173,257755,580,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS0,257756,257931,173,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS1,257956,258312,354,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS2,258378,258909,529,+,2-Hacid_dh; ACT; 2-Hacid_dh_C; PGDH_inter; InterPro=IPR029009; IPR006139; IPR002912; IPR006140; IPR045626; IPR036291; IPR045865; IPR006236
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS3,258916,259265,347,+,Iso_dh; InterPro=IPR023698; IPR024084; IPR050501
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS4,259281,259643,360,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR005786; IPR036038; IPR033939
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS5,259734,260288,553,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR000891; IPR013709; IPR054691; IPR005675
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS6,260292,260559,266,+,FAA_hydrolase; Rv2993c-like_N; InterPro=IPR036663; IPR011234; IPR018833
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS7,260558,261063,503,+,tRNA-synt_1c; Anticodon_2; InterPro=IPR020751; IPR020752; IPR014729; IPR004527; IPR020058; IPR045462; IPR000924; IPR049940; IPR008925; IPR033910
Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),A0LSS8,261198,261365,166,-,none
Acinetobacter baumannii (strain AYE),B0VAE9,4560,4672,110,+,Fe; S_biosyn; InterPro=IPR035903; IPR023063; IPR000361; IPR016092
Acinetobacter baumannii (strain AYE),B0VAF0,4691,4973,280,-,none
Acinetobacter baumannii (strain AYE),B0VAF1,5015,5391,374,-,none
Acinetobacter baumannii (strain AYE),A0A0R4J761,5418,5822,403,+,none
Acinetobacter baumannii (strain AYE),B0VA30,7930,8129,198,+,none
Acinetobacter baumannii (strain AYE),B0VA31,8149,8381,231,-,none
Acinetobacter baumannii (strain AYE),B0VA32,8589,9082,491,+,none
Acinetobacter baumannii (strain AYE),B0VA33,9086,9134,46,+,none
Acinetobacter baumannii (strain AYE),B0VAD9,9149,9583,433,-,none
Acinetobacter baumannii (strain AYE),B0VAE0,9582,9903,319,-,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Acinetobacter baumannii (strain AYE),B0VAE1,10019,10629,608,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Acinetobacter baumannii (strain AYE),B0VAE2,10734,11163,428,+,none
Acinetobacter baumannii (strain AYE),B0VAE3,11190,11433,242,+,none
Acinetobacter baumannii (strain AYE),B0VAE4,11436,11733,295,-,none
Acinetobacter baumannii (strain AYE),B0VA18,11760,12191,430,-,none
Acinetobacter baumannii (strain AYE),A0A0R4J6X5,12292,13186,893,-,none
Acinetobacter baumannii (strain AYE),B0VA20,13243,13451,206,-,none
Acinetobacter baumannii (strain AYE),B0VA21,13501,13868,365,+,none
Acinetobacter baumannii (strain AYE),B0VA22,13869,14910,1040,+,none
Acinetobacter baumannii (strain AYE),B0VA23,14957,15083,124,+,none
Acinetobacter baumannii (strain AYE),B0VA24,15118,15488,369,+,DnaJ; DnaJ_CXXCXGXG; DnaJ_C; InterPro=IPR036869; IPR012724; IPR001623; IPR001305; IPR002939; IPR008971; IPR036410
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6R0,1177651,1177777,124,-,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q9,1177821,1178864,1041,-,ACR_tran; InterPro=IPR027463; IPR001036
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q8,1178863,1179232,368,-,HlyD_D23; InterPro=IPR032317; IPR006143
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q7,1179284,1179488,203,+,TetR_N; TetR_C_7; InterPro=IPR001647; IPR039536; IPR050109; IPR009057
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q6,1179546,1180440,893,+,PEPcase; InterPro=IPR022805; IPR021135; IPR015813
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q5,1180533,1180965,430,+,Xan_ur_permease; InterPro=IPR006043; IPR006042
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q4,1181004,1181306,300,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR050950; IPR036390
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q3,1181305,1181558,252,-,TauE; InterPro=IPR002781; IPR052017
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q2,1181617,1182061,442,-,Pyr_redox_2; InterPro=IPR023753; IPR045024; IPR036188
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q1,1182135,1182569,432,-,none; InterPro=IPR036249
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6Q0,1182593,1183154,560,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P9,1183257,1183577,318,+,Formyl_trans_N; Formyl_trans_C; InterPro=IPR037022; IPR005794; IPR002376; IPR005793; IPR011034; IPR036477; IPR041711; IPR044135
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P8,1183576,1184010,433,+,NusB; Methyltr_RsmB-F; RsmF-B_ferredox; InterPro=IPR035926; IPR029063; IPR006027; IPR049560; IPR054728; IPR023267; IPR001678; IPR004573
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P7,1184021,1184295,272,-,Zip; InterPro=IPR023498; IPR003689
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P6,1184320,1184367,46,-,MaAIMP_sms; InterPro=IPR031596
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P5,1184371,1184864,491,-,SNF; InterPro=IPR000175; IPR037272
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P4,1185005,1185489,482,-,Aldedh; InterPro=IPR016163; IPR016162; IPR015590; IPR051020; IPR016161
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P1,1185790,1186158,366,+,zinc-ribbon_6; Peptidase_Mx; InterPro=IPR011201; IPR031321
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6P0,1186237,1186419,180,+,DJ; 1_PfpI; InterPro=IPR029062; IPR002818; IPR006286
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),P42693,1188405,1188594,187,-,Pro_isomerase; InterPro=IPR029000; IPR002130; IPR044665
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6F6N8,1188636,1188993,355,-,Abhydrolase_3; InterPro=IPR029058; IPR013094; IPR050300
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS9,418469,418514,43,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS8,418504,418892,387,+,tRNA; synt_His; InterPro=IPR045864; IPR004517; IPR041715; IPR004516
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS7,418914,419354,438,+,Adenylsucc_synt; InterPro=IPR042110; IPR042109; IPR042111; IPR001114; IPR027417
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS6,419393,419496,102,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS5,419535,419795,258,+,Peptidase_M48; InterPro=IPR001915; IPR051156
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS4,419813,420161,347,-,Aldo_ket_red; InterPro=IPR036812; IPR023210; IPR020471; IPR050523
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS3,420215,420425,208,-,cNMP_binding; HTH_Crp_2; InterPro=IPR036388; IPR014710; IPR000595; IPR012318; IPR050397; IPR036390; IPR018490
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS2,420498,420640,140,+,OsmC; InterPro=IPR015946; IPR003718; IPR036102
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS1,420675,420817,140,+,Acetyltransf_1; InterPro=IPR000182; IPR050832; IPR016181
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCS0,420926,421785,858,+,AAA; Clp_N; AAA_2; ClpB_D2-small; AAA_lid_9; InterPro=IPR036628; IPR027417; IPR003959; IPR004176; IPR019489; IPR041546; IPR001270; IPR050130; IPR003593; IPR017730
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR9,421868,422478,608,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR8,422547,422694,145,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR7,422700,423435,733,-,UPF0020; THUMP; Methyltrans_SAM; RlmL_1st; InterPro=IPR029063; IPR017244; IPR000241; IPR004114; IPR019614; IPR054170
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR6,423405,423491,85,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR5,423536,423875,337,+,OTCace; OTCace_N; InterPro=IPR036901; IPR002082; IPR006131; IPR006132; IPR006130
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR4,423879,424291,410,+,Amidohydro_1; InterPro=IPR011059; IPR006680; IPR050138; IPR032466; IPR004722
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR3,424340,424680,338,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR2,424711,424972,259,+,Rossmann-like; DUF2520; InterPro=IPR037108; IPR019665; IPR018931; IPR008927; IPR036291
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR1,424982,425205,221,+,Methyltransf_25; InterPro=IPR029063; IPR041698
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCR0,425235,425282,45,+,none
Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Q6FCQ9,425449,425944,493,+,AA_permease_2; InterPro=IPR002293
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZS6,31517,31774,255,-,NUDIX; zf-NADH-PPase; InterPro=IPR000086; IPR015376; IPR050241; IPR015797; IPR049734
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZS7,31780,32013,231,-,PseudoU_synth_2; InterPro=IPR042092; IPR020094; IPR006145; IPR050343; IPR020103; IPR000748
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZS8,32013,32296,281,-,EamA; InterPro=IPR000620
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZS9,32296,32450,153,-,FxsA; InterPro=IPR007313
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT0,32458,32902,442,-,Peptidase_M24; PepQ_N; InterPro=IPR029149; IPR036005; IPR022846; IPR000994; IPR048819; IPR052433
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT1,32910,32989,78,+,TusA; InterPro=IPR036868; IPR022931; IPR001455
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT2,33006,33153,145,-,RraB; InterPro=IPR036701; IPR016716; IPR009671
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT3,33153,33334,179,-,MMR_HSR1; InterPro=IPR027417; IPR019987; IPR006073; IPR030393
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT4,33454,33592,137,-,DUF805; InterPro=IPR008523
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT5,33605,33882,275,-,Zip; InterPro=IPR003689
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT6,33932,34544,610,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT7,34583,34656,71,-,ACT_5; InterPro=IPR002912; IPR045865
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT8,34662,35212,549,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZT9,35355,35848,492,+,Cytochrom_C552; InterPro=IPR017570; IPR003321; IPR036280
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZU0,35855,36071,214,+,Cytochrom_c_NrfB; like; InterPro=IPR053875; IPR036280; IPR017564
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZU1,36071,36297,224,+,Fer4_11; InterPro=IPR017896; IPR050954; IPR017567
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZU2,36297,36619,321,+,NrfD; InterPro=IPR005614; IPR052049; IPR017566
Actinobacillus pleuropneumoniae serotype 7 (strain AP76),B3GZU3,36715,38949,2232,+,YadA_head; YadA_stalk; ESPR; InterPro=IPR011049; IPR037174; IPR008640; IPR008635; IPR024973
